instant_hourly,date,season,year,mnth_hourly,hour,holiday_hourly,weekday_hourly,workingday_hourly,weather_condition,temp_hourly,atemp_hourly,hum_hourly,windspeed_hourly,casual_hourly,registered_hourly,total_count,instant_daily,temp_daily,atemp_daily,hum_daily,windspeed_daily,casual_daily,registered_daily,cnt_daily,time_category
7243,2011-11-03,Winter,2011,11,9,0,4,Working Day,Misty/Cloudy,0.36,0.3485,0.81,0.194,9,155,164,307,0.408333,0.405921,0.702083,0.136817,318,3656,3974,Morning
7244,2011-11-03,Winter,2011,11,10,0,4,Working Day,Misty/Cloudy,0.4,0.4091,0.76,0.194,12,98,110,307,0.408333,0.405921,0.702083,0.136817,318,3656,3974,Morning
7245,2011-11-03,Winter,2011,11,11,0,4,Working Day,Clear/Partly Cloudy,0.44,0.4394,0.67,0.194,12,108,120,307,0.408333,0.405921,0.702083,0.136817,318,3656,3974,Morning
7246,2011-11-03,Winter,2011,11,12,0,4,Working Day,Clear/Partly Cloudy,0.5,0.4848,0.51,0.194,17,162,179,307,0.408333,0.405921,0.702083,0.136817,318,3656,3974,Afternoon
7247,2011-11-03,Winter,2011,11,13,0,4,Working Day,Misty/Cloudy,0.52,0.5,0.48,0.2537,19,150,169,307,0.408333,0.405921,0.702083,0.136817,318,3656,3974,Afternoon
7248,2011-11-03,Winter,2011,11,14,0,4,Working Day,Clear/Partly Cloudy,0.52,0.5,0.52,0.1642,32,120,152,307,0.408333,0.405921,0.702083,0.136817,318,3656,3974,Afternoon
7249,2011-11-03,Winter,2011,11,15,0,4,Working Day,Clear/Partly Cloudy,0.52,0.5,0.52,0.1642,24,138,162,307,0.408333,0.405921,0.702083,0.136817,318,3656,3974,Afternoon
7250,2011-11-03,Winter,2011,11,16,0,4,Working Day,Clear/Partly Cloudy,0.52,0.5,0.48,0.194,33,234,267,307,0.408333,0.405921,0.702083,0.136817,318,3656,3974,Afternoon
7251,2011-11-03,Winter,2011,11,17,0,4,Working Day,Clear/Partly Cloudy,0.48,0.4697,0.55,0.0896,33,465,498,307,0.408333,0.405921,0.702083,0.136817,318,3656,3974,Evening
7252,2011-11-03,Winter,2011,11,18,0,4,Working Day,Clear/Partly Cloudy,0.46,0.4545,0.63,0.1343,24,409,433,307,0.408333,0.405921,0.702083,0.136817,318,3656,3974,Evening
7253,2011-11-03,Winter,2011,11,19,0,4,Working Day,Clear/Partly Cloudy,0.44,0.4394,0.67,0.0896,18,234,252,307,0.408333,0.405921,0.702083,0.136817,318,3656,3974,Evening
7254,2011-11-03,Winter,2011,11,20,0,4,Working Day,Clear/Partly Cloudy,0.42,0.4242,0.71,0.1045,11,198,209,307,0.408333,0.405921,0.702083,0.136817,318,3656,3974,Evening
7255,2011-11-03,Winter,2011,11,21,0,4,Working Day,Clear/Partly Cloudy,0.4,0.4091,0.76,0.1343,4,140,144,307,0.408333,0.405921,0.702083,0.136817,318,3656,3974,Night
7256,2011-11-03,Winter,2011,11,22,0,4,Working Day,Clear/Partly Cloudy,0.4,0.4091,0.82,0.0,21,116,137,307,0.408333,0.405921,0.702083,0.136817,318,3656,3974,Night
7257,2011-11-03,Winter,2011,11,23,0,4,Working Day,Clear/Partly Cloudy,0.4,0.4091,0.82,0.0896,15,80,95,307,0.408333,0.405921,0.702083,0.136817,318,3656,3974,Night
7258,2011-11-04,Winter,2011,11,0,0,5,Working Day,Misty/Cloudy,0.4,0.4091,0.82,0.0,11,32,43,308,0.403333,0.403392,0.6225,0.271779,470,3576,4046,Night
7259,2011-11-04,Winter,2011,11,1,0,5,Working Day,Misty/Cloudy,0.4,0.4091,0.82,0.0,1,16,17,308,0.403333,0.403392,0.6225,0.271779,470,3576,4046,Night
7260,2011-11-04,Winter,2011,11,2,0,5,Working Day,Misty/Cloudy,0.4,0.4091,0.76,0.0,2,8,10,308,0.403333,0.403392,0.6225,0.271779,470,3576,4046,Night
7261,2011-11-04,Winter,2011,11,3,0,5,Working Day,Misty/Cloudy,0.38,0.3939,0.87,0.1642,1,7,8,308,0.403333,0.403392,0.6225,0.271779,470,3576,4046,Night
7262,2011-11-04,Winter,2011,11,4,0,5,Working Day,Misty/Cloudy,0.38,0.3939,0.87,0.0896,1,6,7,308,0.403333,0.403392,0.6225,0.271779,470,3576,4046,Night
7263,2011-11-04,Winter,2011,11,5,0,5,Working Day,Misty/Cloudy,0.38,0.3939,0.87,0.0,0,23,23,308,0.403333,0.403392,0.6225,0.271779,470,3576,4046,Morning
7264,2011-11-04,Winter,2011,11,6,0,5,Working Day,Misty/Cloudy,0.38,0.3939,0.87,0.0896,2,64,66,308,0.403333,0.403392,0.6225,0.271779,470,3576,4046,Morning
7265,2011-11-04,Winter,2011,11,7,0,5,Working Day,Misty/Cloudy,0.4,0.4091,0.86,0.2239,10,235,245,308,0.403333,0.403392,0.6225,0.271779,470,3576,4046,Morning
7266,2011-11-04,Winter,2011,11,8,0,5,Working Day,Misty/Cloudy,0.4,0.4091,0.87,0.3582,8,387,395,308,0.403333,0.403392,0.6225,0.271779,470,3576,4046,Morning
7267,2011-11-04,Winter,2011,11,9,0,5,Working Day,Misty/Cloudy,0.42,0.4242,0.71,0.4627,15,239,254,308,0.403333,0.403392,0.6225,0.271779,470,3576,4046,Morning
7268,2011-11-04,Winter,2011,11,10,0,5,Working Day,Misty/Cloudy,0.42,0.4242,0.71,0.3284,19,115,134,308,0.403333,0.403392,0.6225,0.271779,470,3576,4046,Morning
7269,2011-11-04,Winter,2011,11,11,0,5,Working Day,Misty/Cloudy,0.44,0.4394,0.67,0.4478,34,128,162,308,0.403333,0.403392,0.6225,0.271779,470,3576,4046,Morning
7270,2011-11-04,Winter,2011,11,12,0,5,Working Day,Misty/Cloudy,0.48,0.4697,0.55,0.4925,44,153,197,308,0.403333,0.403392,0.6225,0.271779,470,3576,4046,Afternoon
7271,2011-11-04,Winter,2011,11,13,0,5,Working Day,Clear/Partly Cloudy,0.44,0.4394,0.51,0.4179,33,161,194,308,0.403333,0.403392,0.6225,0.271779,470,3576,4046,Afternoon
7272,2011-11-04,Winter,2011,11,14,0,5,Working Day,Clear/Partly Cloudy,0.44,0.4394,0.47,0.2985,54,147,201,308,0.403333,0.403392,0.6225,0.271779,470,3576,4046,Afternoon
7273,2011-11-04,Winter,2011,11,15,0,5,Working Day,Clear/Partly Cloudy,0.46,0.4545,0.44,0.3881,45,192,237,308,0.403333,0.403392,0.6225,0.271779,470,3576,4046,Afternoon
7274,2011-11-04,Winter,2011,11,16,0,5,Working Day,Clear/Partly Cloudy,0.46,0.4545,0.36,0.3881,53,237,290,308,0.403333,0.403392,0.6225,0.271779,470,3576,4046,Afternoon
7275,2011-11-04,Winter,2011,11,17,0,5,Working Day,Clear/Partly Cloudy,0.42,0.4242,0.38,0.3582,42,438,480,308,0.403333,0.403392,0.6225,0.271779,470,3576,4046,Evening
7276,2011-11-04,Winter,2011,11,18,0,5,Working Day,Clear/Partly Cloudy,0.42,0.4242,0.32,0.4627,35,339,374,308,0.403333,0.403392,0.6225,0.271779,470,3576,4046,Evening
7277,2011-11-04,Winter,2011,11,19,0,5,Working Day,Clear/Partly Cloudy,0.4,0.4091,0.37,0.3582,14,182,196,308,0.403333,0.403392,0.6225,0.271779,470,3576,4046,Evening
7278,2011-11-04,Winter,2011,11,20,0,5,Working Day,Clear/Partly Cloudy,0.36,0.3333,0.43,0.2836,15,171,186,308,0.403333,0.403392,0.6225,0.271779,470,3576,4046,Evening
7279,2011-11-04,Winter,2011,11,21,0,5,Working Day,Clear/Partly Cloudy,0.34,0.3182,0.46,0.2537,8,115,123,308,0.403333,0.403392,0.6225,0.271779,470,3576,4046,Night
7280,2011-11-04,Winter,2011,11,22,0,5,Working Day,Clear/Partly Cloudy,0.34,0.303,0.46,0.3284,6,109,115,308,0.403333,0.403392,0.6225,0.271779,470,3576,4046,Night
7281,2011-11-04,Winter,2011,11,23,0,5,Working Day,Clear/Partly Cloudy,0.32,0.303,0.49,0.3284,17,72,89,308,0.403333,0.403392,0.6225,0.271779,470,3576,4046,Night
7282,2011-11-05,Winter,2011,11,0,0,6,Holiday/Weekend,Clear/Partly Cloudy,0.32,0.2879,0.45,0.3582,4,48,52,309,0.326667,0.323854,0.519167,0.189062,1156,2770,3926,Night
7283,2011-11-05,Winter,2011,11,1,0,6,Holiday/Weekend,Clear/Partly Cloudy,0.32,0.303,0.45,0.2985,5,57,62,309,0.326667,0.323854,0.519167,0.189062,1156,2770,3926,Night
7284,2011-11-05,Winter,2011,11,2,0,6,Holiday/Weekend,Clear/Partly Cloudy,0.3,0.2727,0.52,0.3284,7,24,31,309,0.326667,0.323854,0.519167,0.189062,1156,2770,3926,Night
7285,2011-11-05,Winter,2011,11,3,0,6,Holiday/Weekend,Clear/Partly Cloudy,0.3,0.2727,0.52,0.2985,0,8,8,309,0.326667,0.323854,0.519167,0.189062,1156,2770,3926,Night
7286,2011-11-05,Winter,2011,11,4,0,6,Holiday/Weekend,Clear/Partly Cloudy,0.28,0.2576,0.56,0.3284,3,5,8,309,0.326667,0.323854,0.519167,0.189062,1156,2770,3926,Night
7287,2011-11-05,Winter,2011,11,5,0,6,Holiday/Weekend,Clear/Partly Cloudy,0.26,0.2273,0.6,0.3284,0,2,2,309,0.326667,0.323854,0.519167,0.189062,1156,2770,3926,Morning
7288,2011-11-05,Winter,2011,11,6,0,6,Holiday/Weekend,Clear/Partly Cloudy,0.26,0.2424,0.6,0.2537,3,20,23,309,0.326667,0.323854,0.519167,0.189062,1156,2770,3926,Morning
7289,2011-11-05,Winter,2011,11,7,0,6,Holiday/Weekend,Clear/Partly Cloudy,0.26,0.2424,0.6,0.2836,3,31,34,309,0.326667,0.323854,0.519167,0.189062,1156,2770,3926,Morning
7290,2011-11-05,Winter,2011,11,8,0,6,Holiday/Weekend,Clear/Partly Cloudy,0.28,0.2576,0.56,0.3284,4,80,84,309,0.326667,0.323854,0.519167,0.189062,1156,2770,3926,Morning
7291,2011-11-05,Winter,2011,11,9,0,6,Holiday/Weekend,Clear/Partly Cloudy,0.3,0.2727,0.56,0.2985,30,111,141,309,0.326667,0.323854,0.519167,0.189062,1156,2770,3926,Morning
7292,2011-11-05,Winter,2011,11,10,0,6,Holiday/Weekend,Clear/Partly Cloudy,0.32,0.303,0.53,0.2537,56,171,227,309,0.326667,0.323854,0.519167,0.189062,1156,2770,3926,Morning
7293,2011-11-05,Winter,2011,11,11,0,6,Holiday/Weekend,Clear/Partly Cloudy,0.36,0.3636,0.46,0.1045,69,169,238,309,0.326667,0.323854,0.519167,0.189062,1156,2770,3926,Morning
7294,2011-11-05,Winter,2011,11,12,0,6,Holiday/Weekend,Clear/Partly Cloudy,0.36,0.3485,0.46,0.1642,137,235,372,309,0.326667,0.323854,0.519167,0.189062,1156,2770,3926,Afternoon
7295,2011-11-05,Winter,2011,11,13,0,6,Holiday/Weekend,Clear/Partly Cloudy,0.4,0.4091,0.37,0.1045,148,207,355,309,0.326667,0.323854,0.519167,0.189062,1156,2770,3926,Afternoon
7296,2011-11-05,Winter,2011,11,14,0,6,Holiday/Weekend,Clear/Partly Cloudy,0.42,0.4242,0.35,0.1343,159,227,386,309,0.326667,0.323854,0.519167,0.189062,1156,2770,3926,Afternoon
7297,2011-11-05,Winter,2011,11,15,0,6,Holiday/Weekend,Clear/Partly Cloudy,0.4,0.4091,0.37,0.194,141,202,343,309,0.326667,0.323854,0.519167,0.189062,1156,2770,3926,Afternoon
7298,2011-11-05,Winter,2011,11,16,0,6,Holiday/Weekend,Clear/Partly Cloudy,0.4,0.4091,0.4,0.2239,128,207,335,309,0.326667,0.323854,0.519167,0.189062,1156,2770,3926,Afternoon
7299,2011-11-05,Winter,2011,11,17,0,6,Holiday/Weekend,Clear/Partly Cloudy,0.38,0.3939,0.4,0.1642,100,234,334,309,0.326667,0.323854,0.519167,0.189062,1156,2770,3926,Evening
7300,2011-11-05,Winter,2011,11,18,0,6,Holiday/Weekend,Clear/Partly Cloudy,0.36,0.3636,0.5,0.0896,52,185,237,309,0.326667,0.323854,0.519167,0.189062,1156,2770,3926,Evening
7301,2011-11-05,Winter,2011,11,19,0,6,Holiday/Weekend,Clear/Partly Cloudy,0.34,0.3636,0.53,0.0,45,159,204,309,0.326667,0.323854,0.519167,0.189062,1156,2770,3926,Evening
7302,2011-11-05,Winter,2011,11,20,0,6,Holiday/Weekend,Clear/Partly Cloudy,0.32,0.3485,0.66,0.0,29,136,165,309,0.326667,0.323854,0.519167,0.189062,1156,2770,3926,Evening
7303,2011-11-05,Winter,2011,11,21,0,6,Holiday/Weekend,Clear/Partly Cloudy,0.32,0.3485,0.66,0.0,19,99,118,309,0.326667,0.323854,0.519167,0.189062,1156,2770,3926,Night
7304,2011-11-05,Winter,2011,11,22,0,6,Holiday/Weekend,Clear/Partly Cloudy,0.3,0.3333,0.65,0.0,10,72,82,309,0.326667,0.323854,0.519167,0.189062,1156,2770,3926,Night
7305,2011-11-05,Winter,2011,11,23,0,6,Holiday/Weekend,Clear/Partly Cloudy,0.28,0.3182,0.7,0.0,4,81,85,309,0.326667,0.323854,0.519167,0.189062,1156,2770,3926,Night
7306,2011-11-06,Winter,2011,11,0,0,0,Holiday/Weekend,Clear/Partly Cloudy,0.28,0.3182,0.75,0.0,10,65,75,310,0.348333,0.362358,0.734583,0.0920542,952,2697,3649,Night
7307,2011-11-06,Winter,2011,11,1,0,0,Holiday/Weekend,Clear/Partly Cloudy,0.26,0.303,0.81,0.0,11,104,115,310,0.348333,0.362358,0.734583,0.0920542,952,2697,3649,Night
7308,2011-11-06,Winter,2011,11,2,0,0,Holiday/Weekend,Clear/Partly Cloudy,0.26,0.303,0.81,0.0,6,23,29,310,0.348333,0.362358,0.734583,0.0920542,952,2697,3649,Night
7309,2011-11-06,Winter,2011,11,3,0,0,Holiday/Weekend,Clear/Partly Cloudy,0.24,0.2879,0.87,0.0,5,4,9,310,0.348333,0.362358,0.734583,0.0920542,952,2697,3649,Night
7310,2011-11-06,Winter,2011,11,4,0,0,Holiday/Weekend,Clear/Partly Cloudy,0.24,0.2879,0.87,0.0,0,6,6,310,0.348333,0.362358,0.734583,0.0920542,952,2697,3649,Night
7311,2011-11-06,Winter,2011,11,5,0,0,Holiday/Weekend,Clear/Partly Cloudy,0.24,0.2424,0.87,0.1343,0,5,5,310,0.348333,0.362358,0.734583,0.0920542,952,2697,3649,Morning
7312,2011-11-06,Winter,2011,11,6,0,0,Holiday/Weekend,Clear/Partly Cloudy,0.26,0.2879,0.81,0.0896,5,11,16,310,0.348333,0.362358,0.734583,0.0920542,952,2697,3649,Morning
7313,2011-11-06,Winter,2011,11,7,0,0,Holiday/Weekend,Clear/Partly Cloudy,0.26,0.2727,0.87,0.1045,4,24,28,310,0.348333,0.362358,0.734583,0.0920542,952,2697,3649,Morning
7314,2011-11-06,Winter,2011,11,8,0,0,Holiday/Weekend,Misty/Cloudy,0.28,0.303,0.87,0.0896,19,71,90,310,0.348333,0.362358,0.734583,0.0920542,952,2697,3649,Morning
7315,2011-11-06,Winter,2011,11,9,0,0,Holiday/Weekend,Misty/Cloudy,0.3,0.3182,0.75,0.0896,36,134,170,310,0.348333,0.362358,0.734583,0.0920542,952,2697,3649,Morning
7316,2011-11-06,Winter,2011,11,10,0,0,Holiday/Weekend,Clear/Partly Cloudy,0.36,0.3636,0.66,0.0896,76,186,262,310,0.348333,0.362358,0.734583,0.0920542,952,2697,3649,Morning
7317,2011-11-06,Winter,2011,11,11,0,0,Holiday/Weekend,Clear/Partly Cloudy,0.42,0.4242,0.58,0.0896,104,216,320,310,0.348333,0.362358,0.734583,0.0920542,952,2697,3649,Morning
7318,2011-11-06,Winter,2011,11,12,0,0,Holiday/Weekend,Clear/Partly Cloudy,0.44,0.4394,0.54,0.0,120,226,346,310,0.348333,0.362358,0.734583,0.0920542,952,2697,3649,Afternoon
7319,2011-11-06,Winter,2011,11,13,0,0,Holiday/Weekend,Clear/Partly Cloudy,0.46,0.4545,0.51,0.1642,105,209,314,310,0.348333,0.362358,0.734583,0.0920542,952,2697,3649,Afternoon
7320,2011-11-06,Winter,2011,11,14,0,0,Holiday/Weekend,Clear/Partly Cloudy,0.46,0.4545,0.55,0.194,101,219,320,310,0.348333,0.362358,0.734583,0.0920542,952,2697,3649,Afternoon
7321,2011-11-06,Winter,2011,11,15,0,0,Holiday/Weekend,Clear/Partly Cloudy,0.48,0.4697,0.51,0.194,96,210,306,310,0.348333,0.362358,0.734583,0.0920542,952,2697,3649,Afternoon
7322,2011-11-06,Winter,2011,11,16,0,0,Holiday/Weekend,Clear/Partly Cloudy,0.46,0.4545,0.55,0.2239,84,263,347,310,0.348333,0.362358,0.734583,0.0920542,952,2697,3649,Afternoon
7323,2011-11-06,Winter,2011,11,17,0,0,Holiday/Weekend,Clear/Partly Cloudy,0.44,0.4394,0.62,0.1642,71,185,256,310,0.348333,0.362358,0.734583,0.0920542,952,2697,3649,Evening
7324,2011-11-06,Winter,2011,11,18,0,0,Holiday/Weekend,Clear/Partly Cloudy,0.42,0.4242,0.71,0.1045,39,146,185,310,0.348333,0.362358,0.734583,0.0920542,952,2697,3649,Evening
7325,2011-11-06,Winter,2011,11,19,0,0,Holiday/Weekend,Clear/Partly Cloudy,0.38,0.3939,0.76,0.194,21,130,151,310,0.348333,0.362358,0.734583,0.0920542,952,2697,3649,Evening
7326,2011-11-06,Winter,2011,11,20,0,0,Holiday/Weekend,Clear/Partly Cloudy,0.36,0.3636,0.81,0.1045,16,100,116,310,0.348333,0.362358,0.734583,0.0920542,952,2697,3649,Evening
7327,2011-11-06,Winter,2011,11,21,0,0,Holiday/Weekend,Clear/Partly Cloudy,0.36,0.3636,0.81,0.0896,11,77,88,310,0.348333,0.362358,0.734583,0.0920542,952,2697,3649,Night
7328,2011-11-06,Winter,2011,11,22,0,0,Holiday/Weekend,Clear/Partly Cloudy,0.36,0.3788,0.87,0.0,5,40,45,310,0.348333,0.362358,0.734583,0.0920542,952,2697,3649,Night
7329,2011-11-06,Winter,2011,11,23,0,0,Holiday/Weekend,Clear/Partly Cloudy,0.34,0.3485,0.87,0.0896,7,43,50,310,0.348333,0.362358,0.734583,0.0920542,952,2697,3649,Night
7330,2011-11-07,Winter,2011,11,0,0,1,Working Day,Clear/Partly Cloudy,0.34,0.3636,0.87,0.0,1,14,15,311,0.395,0.400871,0.75875,0.057225,373,3662,4035,Night
7331,2011-11-07,Winter,2011,11,1,0,1,Working Day,Clear/Partly Cloudy,0.34,0.3636,0.87,0.0,2,6,8,311,0.395,0.400871,0.75875,0.057225,373,3662,4035,Night
7332,2011-11-07,Winter,2011,11,2,0,1,Working Day,Clear/Partly Cloudy,0.32,0.3485,0.93,0.0,0,2,2,311,0.395,0.400871,0.75875,0.057225,373,3662,4035,Night
7333,2011-11-07,Winter,2011,11,3,0,1,Working Day,Clear/Partly Cloudy,0.32,0.3485,0.93,0.0,0,3,3,311,0.395,0.400871,0.75875,0.057225,373,3662,4035,Night
7334,2011-11-07,Winter,2011,11,4,0,1,Working Day,Clear/Partly Cloudy,0.32,0.3485,0.93,0.0,2,4,6,311,0.395,0.400871,0.75875,0.057225,373,3662,4035,Night
7335,2011-11-07,Winter,2011,11,5,0,1,Working Day,Clear/Partly Cloudy,0.3,0.3333,0.93,0.0,1,25,26,311,0.395,0.400871,0.75875,0.057225,373,3662,4035,Morning
7336,2011-11-07,Winter,2011,11,6,0,1,Working Day,Misty/Cloudy,0.28,0.3182,0.93,0.0,2,97,99,311,0.395,0.400871,0.75875,0.057225,373,3662,4035,Morning
7337,2011-11-07,Winter,2011,11,7,0,1,Working Day,Misty/Cloudy,0.28,0.3182,0.93,0.0,6,305,311,311,0.395,0.400871,0.75875,0.057225,373,3662,4035,Morning
7338,2011-11-07,Winter,2011,11,8,0,1,Working Day,Misty/Cloudy,0.3,0.3182,1.0,0.0896,13,397,410,311,0.395,0.400871,0.75875,0.057225,373,3662,4035,Morning
7339,2011-11-07,Winter,2011,11,9,0,1,Working Day,Misty/Cloudy,0.34,0.3333,1.0,0.1343,18,156,174,311,0.395,0.400871,0.75875,0.057225,373,3662,4035,Morning
7340,2011-11-07,Winter,2011,11,10,0,1,Working Day,Clear/Partly Cloudy,0.36,0.3485,0.93,0.1343,28,95,123,311,0.395,0.400871,0.75875,0.057225,373,3662,4035,Morning
7341,2011-11-07,Winter,2011,11,11,0,1,Working Day,Clear/Partly Cloudy,0.42,0.4242,0.77,0.1045,28,100,128,311,0.395,0.400871,0.75875,0.057225,373,3662,4035,Morning
7342,2011-11-07,Winter,2011,11,12,0,1,Working Day,Clear/Partly Cloudy,0.46,0.4545,0.67,0.0,21,158,179,311,0.395,0.400871,0.75875,0.057225,373,3662,4035,Afternoon
7343,2011-11-07,Winter,2011,11,13,0,1,Working Day,Clear/Partly Cloudy,0.54,0.5152,0.49,0.0896,32,157,189,311,0.395,0.400871,0.75875,0.057225,373,3662,4035,Afternoon
7344,2011-11-07,Winter,2011,11,14,0,1,Working Day,Clear/Partly Cloudy,0.56,0.5303,0.37,0.1642,30,115,145,311,0.395,0.400871,0.75875,0.057225,373,3662,4035,Afternoon
7345,2011-11-07,Winter,2011,11,15,0,1,Working Day,Clear/Partly Cloudy,0.56,0.5303,0.37,0.1045,38,132,170,311,0.395,0.400871,0.75875,0.057225,373,3662,4035,Afternoon
7346,2011-11-07,Winter,2011,11,16,0,1,Working Day,Clear/Partly Cloudy,0.52,0.5,0.45,0.0,40,255,295,311,0.395,0.400871,0.75875,0.057225,373,3662,4035,Afternoon
7347,2011-11-07,Winter,2011,11,17,0,1,Working Day,Clear/Partly Cloudy,0.5,0.4848,0.45,0.1642,39,489,528,311,0.395,0.400871,0.75875,0.057225,373,3662,4035,Evening
7348,2011-11-07,Winter,2011,11,18,0,1,Working Day,Clear/Partly Cloudy,0.46,0.4545,0.59,0.1045,18,407,425,311,0.395,0.400871,0.75875,0.057225,373,3662,4035,Evening
7349,2011-11-07,Winter,2011,11,19,0,1,Working Day,Clear/Partly Cloudy,0.46,0.4545,0.59,0.0,20,280,300,311,0.395,0.400871,0.75875,0.057225,373,3662,4035,Evening
7350,2011-11-07,Winter,2011,11,20,0,1,Working Day,Clear/Partly Cloudy,0.4,0.4091,0.71,0.0,17,187,204,311,0.395,0.400871,0.75875,0.057225,373,3662,4035,Evening
7351,2011-11-07,Winter,2011,11,21,0,1,Working Day,Clear/Partly Cloudy,0.38,0.3939,0.82,0.1045,10,129,139,311,0.395,0.400871,0.75875,0.057225,373,3662,4035,Night
7352,2011-11-07,Winter,2011,11,22,0,1,Working Day,Clear/Partly Cloudy,0.36,0.3636,0.81,0.0896,6,102,108,311,0.395,0.400871,0.75875,0.057225,373,3662,4035,Night
7353,2011-11-07,Winter,2011,11,23,0,1,Working Day,Clear/Partly Cloudy,0.36,0.3636,0.87,0.0896,1,47,48,311,0.395,0.400871,0.75875,0.057225,373,3662,4035,Night
7354,2011-11-08,Winter,2011,11,0,0,2,Working Day,Clear/Partly Cloudy,0.34,0.3485,0.87,0.0896,0,18,18,312,0.408333,0.412246,0.721667,0.0690375,376,3829,4205,Night
7355,2011-11-08,Winter,2011,11,1,0,2,Working Day,Clear/Partly Cloudy,0.32,0.3333,0.93,0.1045,3,8,11,312,0.408333,0.412246,0.721667,0.0690375,376,3829,4205,Night
7356,2011-11-08,Winter,2011,11,2,0,2,Working Day,Clear/Partly Cloudy,0.32,0.3485,0.87,0.0,0,1,1,312,0.408333,0.412246,0.721667,0.0690375,376,3829,4205,Night
7357,2011-11-08,Winter,2011,11,3,0,2,Working Day,Clear/Partly Cloudy,0.32,0.3485,0.87,0.0,0,3,3,312,0.408333,0.412246,0.721667,0.0690375,376,3829,4205,Night
7358,2011-11-08,Winter,2011,11,4,0,2,Working Day,Clear/Partly Cloudy,0.3,0.3333,0.87,0.0,0,4,4,312,0.408333,0.412246,0.721667,0.0690375,376,3829,4205,Night
7359,2011-11-08,Winter,2011,11,5,0,2,Working Day,Clear/Partly Cloudy,0.3,0.3182,0.87,0.0896,1,17,18,312,0.408333,0.412246,0.721667,0.0690375,376,3829,4205,Morning
7360,2011-11-08,Winter,2011,11,6,0,2,Working Day,Clear/Partly Cloudy,0.3,0.3333,0.87,0.0,3,96,99,312,0.408333,0.412246,0.721667,0.0690375,376,3829,4205,Morning
7361,2011-11-08,Winter,2011,11,7,0,2,Working Day,Clear/Partly Cloudy,0.3,0.3182,0.87,0.1045,7,316,323,312,0.408333,0.412246,0.721667,0.0690375,376,3829,4205,Morning
7362,2011-11-08,Winter,2011,11,8,0,2,Working Day,Clear/Partly Cloudy,0.32,0.3333,0.93,0.1045,11,455,466,312,0.408333,0.412246,0.721667,0.0690375,376,3829,4205,Morning
7363,2011-11-08,Winter,2011,11,9,0,2,Working Day,Clear/Partly Cloudy,0.36,0.3788,0.87,0.0,14,177,191,312,0.408333,0.412246,0.721667,0.0690375,376,3829,4205,Morning
7364,2011-11-08,Winter,2011,11,10,0,2,Working Day,Clear/Partly Cloudy,0.42,0.4242,0.71,0.0896,25,104,129,312,0.408333,0.412246,0.721667,0.0690375,376,3829,4205,Morning
7365,2011-11-08,Winter,2011,11,11,0,2,Working Day,Clear/Partly Cloudy,0.46,0.4545,0.63,0.1343,21,126,147,312,0.408333,0.412246,0.721667,0.0690375,376,3829,4205,Morning
7366,2011-11-08,Winter,2011,11,12,0,2,Working Day,Clear/Partly Cloudy,0.52,0.5,0.52,0.1343,28,175,203,312,0.408333,0.412246,0.721667,0.0690375,376,3829,4205,Afternoon
7367,2011-11-08,Winter,2011,11,13,0,2,Working Day,Clear/Partly Cloudy,0.54,0.5152,0.49,0.1642,31,165,196,312,0.408333,0.412246,0.721667,0.0690375,376,3829,4205,Afternoon
7368,2011-11-08,Winter,2011,11,14,0,2,Working Day,Clear/Partly Cloudy,0.56,0.5303,0.46,0.1045,32,129,161,312,0.408333,0.412246,0.721667,0.0690375,376,3829,4205,Afternoon
7369,2011-11-08,Winter,2011,11,15,0,2,Working Day,Clear/Partly Cloudy,0.58,0.5455,0.46,0.1045,33,155,188,312,0.408333,0.412246,0.721667,0.0690375,376,3829,4205,Afternoon
7370,2011-11-08,Winter,2011,11,16,0,2,Working Day,Clear/Partly Cloudy,0.56,0.5303,0.46,0.1343,39,250,289,312,0.408333,0.412246,0.721667,0.0690375,376,3829,4205,Afternoon
7371,2011-11-08,Winter,2011,11,17,0,2,Working Day,Clear/Partly Cloudy,0.52,0.5,0.43,0.1642,40,459,499,312,0.408333,0.412246,0.721667,0.0690375,376,3829,4205,Evening
7372,2011-11-08,Winter,2011,11,18,0,2,Working Day,Clear/Partly Cloudy,0.48,0.4697,0.55,0.1343,30,432,462,312,0.408333,0.412246,0.721667,0.0690375,376,3829,4205,Evening
7373,2011-11-08,Winter,2011,11,19,0,2,Working Day,Clear/Partly Cloudy,0.46,0.4545,0.59,0.0,14,264,278,312,0.408333,0.412246,0.721667,0.0690375,376,3829,4205,Evening
7374,2011-11-08,Winter,2011,11,20,0,2,Working Day,Clear/Partly Cloudy,0.4,0.4091,0.76,0.0,12,169,181,312,0.408333,0.412246,0.721667,0.0690375,376,3829,4205,Evening
7375,2011-11-08,Winter,2011,11,21,0,2,Working Day,Clear/Partly Cloudy,0.4,0.4091,0.76,0.0,16,166,182,312,0.408333,0.412246,0.721667,0.0690375,376,3829,4205,Night
7376,2011-11-08,Winter,2011,11,22,0,2,Working Day,Clear/Partly Cloudy,0.36,0.3788,0.87,0.0,13,95,108,312,0.408333,0.412246,0.721667,0.0690375,376,3829,4205,Night
7377,2011-11-08,Winter,2011,11,23,0,2,Working Day,Clear/Partly Cloudy,0.36,0.3788,0.81,0.0,3,45,48,312,0.408333,0.412246,0.721667,0.0690375,376,3829,4205,Night
